Mass,Position,Velocity,Acceleration
25735.0,"[-9572.33604400412, 466.37699615404387, 0.0]","[-0.5477634283170816, -3.6634516223793274, 0.0]","[0.004334985568651839, -0.000212876018550681, 0.0]"
25735.0,"[-9572.883807432438, 462.7135445316645, 0.0]","[-0.5434286981513892, -3.6636628147317922, 0.0]","[0.004334730165692428, -0.000211192352464592, 0.0]"
25735.0,"[-9573.427236130588, 459.04988171693276, 0.0]","[-0.5390942213657614, -3.66387232390411, 0.0]","[0.004334476785627866, -0.00020950917231777117, 0.0]"
25735.0,"[-9573.966330351954, 455.38600939302864, 0.0]","[-0.5347599959378991, -3.664080150378273, 0.0]","[0.004334225427862206, -0.0002078264741630385, 0.0]"
25735.0,"[-9574.501090347892, 451.7219292426504, 0.0]","[-0.5304260198460948, -3.6642862946323294, 0.0]","[0.004333976091804294, -0.0002061442540561207, 0.0]"
25735.0,"[-9575.031516367739, 448.05764294801804, 0.0]","[-0.5260922910692271, -3.664490757140385, 0.0]","[0.004333728776867745, -0.000204462508055627, 0.0]"
25735.0,"[-9575.557608658808, 444.3931521908777, 0.0]","[-0.5217588075867561, -3.664693538372608, 0.0]","[0.004333483482470969, -0.0002027812322230254, 0.0]"
25735.0,"[-9576.079367466395, 440.7284586525051, 0.0]","[-0.5174255673787189, -3.664894638795231, 0.0]","[0.004333240208037154, -0.0002011004226226177, 0.0]"
25735.0,"[-9576.596793033774, 437.0635640137099, 0.0]","[-0.5130925684257247, -3.6650940588705523, 0.0]","[0.00433299895299425, -0.00019942007532151501, 0.0]"
25735.0,"[-9577.1098856022, 433.3984699548393, 0.0]","[-0.5087598087089497, -3.665291799056942, 0.0]","[0.004332759716774999, -0.00019774018638961472, 0.0]"
25735.0,"[-9577.618645410908, 429.73317815578235, 0.0]","[-0.5044272862101328, -3.665487859808841, 0.0]","[0.004332522498816902, -0.000196060751899575, 0.0]"
25735.0,"[-9578.123072697119, 426.06769029597353, 0.0]","[-0.5000949989115705, -3.665682241576768, 0.0]","[0.004332287298562226, -0.00019438176792679123, 0.0]"
25735.0,"[-9578.62316769603, 422.4020080543968, 0.0]","[-0.4957629447961125, -3.6658749448073173, 0.0]","[0.004332054115458011, -0.00019270323054937198, 0.0]"
25735.0,"[-9579.118930640827, 418.73613310958945, 0.0]","[-0.4914311218471564, -3.6660659699431655, 0.0]","[0.004331822948956053, -0.00019102513584811468, 0.0]"
25735.0,"[-9579.610361762674, 415.07006713964626, 0.0]","[-0.48709952804864354, -3.666255317423072, 0.0]","[0.004331593798512906, -0.00018934747990648128, 0.0]"
25735.0,"[-9580.097461290723, 411.4038118222232, 0.0]","[-0.48276816138505363, -3.6664429876818825, 0.0]","[0.004331366663589887, -0.00018767025881057496, 0.0]"
25735.0,"[-9580.580229452107, 407.7373688345413, 0.0]","[-0.4784370198414006, -3.6666289811505317, 0.0]","[0.004331141543653056, -0.0001859934686491153, 0.0]"
25735.0,"[-9581.058666471949, 404.07073985339076, 0.0]","[-0.47410610140322734, -3.666813298256045, 0.0]","[0.004330918438173237, -0.00018431710551341496, 0.0]"
25735.0,"[-9581.532772573351, 400.4039265551347, 0.0]","[-0.46977540405660134, -3.6669959394215423, 0.0]","[0.004330697346625995, -0.0001826411654973552, 0.0]"
25735.0,"[-9582.002547977409, 396.73693061571316, 0.0]","[-0.4654449257881097, -3.6671769050662397, 0.0]","[0.004330478268491637, -0.00018096564469736204, 0.0]"
25735.0,"[-9582.467992903197, 393.0697537106469, 0.0]","[-0.46111466458485445, -3.667356195605452, 0.0]","[0.004330261203255223, -0.0001792905392123828, 0.0]"
25735.0,"[-9582.929107567783, 389.40239751504146, 0.0]","[-0.4567846184344479, -3.6675338114505958, 0.0]","[0.00433004615040655, -0.00017761584514386196, 0.0]"
25735.0,"[-9583.385892186217, 385.73486370359086, 0.0]","[-0.45245478532500777, -3.6677097530091913, 0.0]","[0.004329833109440147, -0.00017594155859571682, 0.0]"
25735.0,"[-9583.838346971543, 382.06715395058166, 0.0]","[-0.4481251632451525, -3.6678840206848657, 0.0]","[0.0043296220798552925, -0.0001742676756743149, 0.0]"
25735.0,"[-9584.286472134789, 378.3992699298968, 0.0]","[-0.44379575018399653, -3.6680566148773543, 0.0]","[0.004329413061155984, -0.0001725941924884486, 0.0]"
25735.0,"[-9584.730267884972, 374.73121331501943, 0.0]","[-0.43946654413114555, -3.6682275359825036, 0.0]","[0.004329206052850954, -0.00017092110514931272, 0.0]"
25735.0,"[-9585.169734429102, 371.0629857790369, 0.0]","[-0.4351375430766919, -3.6683967843922742, 0.0]","[0.004329001054453674, -0.0001692484097704804, 0.0]"
25735.0,"[-9585.604871972178, 367.39458899464466, 0.0]","[-0.4308087450112096, -3.668564360494742, 0.0]","[0.004328798065482323, -0.00016757610246787862, 0.0]"
25735.0,"[-9586.03568071719, 363.7260246341499, 0.0]","[-0.4264801479257498, -3.668730264674102, 0.0]","[0.004328597085459818, -0.00016590417935976584, 0.0]"
25735.0,"[-9586.462160865116, 360.0572943694758, 0.0]","[-0.422151749811836, -3.6688944973106685, 0.0]","[0.004328398113913787, -0.00016423263656670717, 0.0]"
25735.0,"[-9586.884312614928, 356.38839987216517, 0.0]","[-0.41782354866145943, -3.66905705878088, 0.0]","[0.004328201150376592, -0.0001625614702115519, 0.0]"
25735.0,"[-9587.30213616359, 352.7193428133843, 0.0]","[-0.41349554246707415, -3.6692179494572996, 0.0]","[0.004328006194385288, -0.00016089067641940862, 0.0]"
25735.0,"[-9587.715631706056, 349.050124863927, 0.0]","[-0.4091677292215925, -3.6693771697086173, 0.0]","[0.0043278132454816695, -0.00015922025131762265, 0.0]"
25735.0,"[-9588.124799435278, 345.38074769421837, 0.0]","[-0.4048401069183803, -3.669534719899653, 0.0]","[0.004327622303212225, -0.000157550191035752, 0.0]"
25735.0,"[-9588.529639542196, 341.7112129743187, 0.0]","[-0.40051267355125214, -3.6696906003913585, 0.0]","[0.004327433367128163, -0.00015588049170554412, 0.0]"
25735.0,"[-9588.930152215748, 338.04152237392736, 0.0]","[-0.39618542711446675, -3.6698448115408193, 0.0]","[0.004327246436785392, -0.00015421114946091217, 0.0]"
25735.0,"[-9589.326337642862, 334.37167756238654, 0.0]","[-0.39185836560272225, -3.669997353701257, 0.0]","[0.004327061511744528, -0.00015254216043791152, 0.0]"
25735.0,"[-9589.718196008465, 330.7016802086853, 0.0]","[-0.38753148701115137, -3.670148227222032, 0.0]","[0.004326878591570896, -0.00015087352077471672, 0.0]"
25735.0,"[-9590.105727495476, 327.0315319814632, 0.0]","[-0.3832047893353169, -3.6702974324486437, 0.0]","[0.004326697675834513, -0.00014920522661159753, 0.0]"
25735.0,"[-9590.488932284812, 323.36123454901457, 0.0]","[-0.37887827057120677, -3.670444969722735, 0.0]","[0.0043265187641100995, -0.0001475372740908959, 0.0]"
25735.0,"[-9590.867810555383, 319.69078957929185, 0.0]","[-0.3745519287152297, -3.6705908393820916, 0.0]","[0.004326341855977074, -0.00014586965935700245, 0.0]"
25735.0,"[-9591.242362484098, 316.02019873990974, 0.0]","[-0.3702257617642101, -3.670735041760648, 0.0]","[0.0043261669510195454, -0.00014420237855633308, 0.0]"
25735.0,"[-9591.612588245862, 312.3494636981491, 0.0]","[-0.3658997677153838, -3.6708775771884854, 0.0]","[0.004325994048826319, -0.00014253542783730576, 0.0]"
25735.0,"[-9591.978488013578, 308.67858612096063, 0.0]","[-0.3615739445663929, -3.6710184459918356, 0.0]","[0.0043258231489908885, -0.00014086880335031706, 0.0]"
25735.0,"[-9592.340061958144, 305.0075676749688, 0.0]","[-0.3572482903152815, -3.6711576484930832, 0.0]","[0.004325654251111435, -0.00013920250124771906, 0.0]"
25735.0,"[-9592.697310248459, 301.33641002647573, 0.0]","[-0.35292280296049067, -3.671295185010767, 0.0]","[0.004325487354790829, -0.00013753651768379585, 0.0]"
25735.0,"[-9593.05023305142, 297.66511484146497, 0.0]","[-0.34859748050085404, -3.6714310558595815, 0.0]","[0.00432532245963662, -0.00013587084881474049, 0.0]"
25735.0,"[-9593.39883053192, 293.9936837856054, 0.0]","[-0.344272320935593, -3.67156526135038, 0.0]","[0.004325159565261051, -0.00013420549079863194, 0.0]"
25735.0,"[-9593.743102852855, 290.322118524255, 0.0]","[-0.33994732226431196, -3.6716978017901756, 0.0]","[0.004324998671281033, -0.0001325404397954112, 0.0]"
25735.0,"[-9594.083050175119, 286.65042072246484, 0.0]","[-0.3356224824869938, -3.6718286774821425, 0.0]","[0.004324839777318165, -0.00013087569196685892, 0.0]"
25735.0,"[-9594.418672657606, 282.9785920449827, 0.0]","[-0.3312977996039951, -3.6719578887256192, 0.0]","[0.0043246828829987165, -0.00012921124347657176, 0.0]"
25735.0,"[-9594.749970457211, 279.3066341562571, 0.0]","[-0.32697327161604145, -3.672085435816109, 0.0]","[0.004324527987953634, -0.00012754709048993934, 0.0]"
25735.0,"[-9595.076943728827, 275.634548720441, 0.0]","[-0.3226488965242229, -3.672211319045283, 0.0]","[0.004324375091818538, -0.00012588322917412136, 0.0]"
25735.0,"[-9595.399592625352, 271.9623374013957, 0.0]","[-0.3183246723299892, -3.672335538700981, 0.0]","[0.004324224194233723, -0.00012421965569802415, 0.0]"
25735.0,"[-9595.717917297681, 268.29000186269474, 0.0]","[-0.31400059703514505, -3.6724580950672134, 0.0]","[0.004324075294844145, -0.00012255636623227783, 0.0]"
25735.0,"[-9596.031917894716, 264.6175437676275, 0.0]","[-0.3096766686418456, -3.6725789884241626, 0.0]","[0.004323928393299438, -0.00012089335694921321, 0.0]"
25735.0,"[-9596.341594563357, 260.94496477920336, 0.0]","[-0.30535288515259174, -3.6726982190481854, 0.0]","[0.004323783489253893, -0.00011923062402283866, 0.0]"
25735.0,"[-9596.64694744851, 257.2722665601552, 0.0]","[-0.3010292445702253, -3.6728157872118143, 0.0]","[0.004323640582366471, -0.0001175681636288172, 0.0]"
25735.0,"[-9596.94797669308, 253.59945077294336, 0.0]","[-0.2967057448979245, -3.672931693183759, 0.0]","[0.004323499672300792, -0.00011590597194444342, 0.0]"
25735.0,"[-9597.244682437979, 249.9265190797596, 0.0]","[-0.29238238413919937, -3.6730459372289075, 0.0]","[0.004323360758725139, -0.00011424404514862055, 0.0]"
25735.0,"[-9597.537064822118, 246.25347314253068, 0.0]","[-0.2880591602978869, -3.673158519608329, 0.0]","[0.004323223841312454, -0.0001125823794218375, 0.0]"
25735.0,"[-9597.825123982415, 242.58031462292234, 0.0]","[-0.2837360713781466, -3.673269440579275, 0.0]","[0.004323088919740335, -0.00011092097094614593, 0.0]"
25735.0,"[-9598.108860053793, 238.90704518234307, 0.0]","[-0.27941311538445557, -3.67337870039518, 0.0]","[0.00432295599369104, -0.00010925981590513728, 0.0]"
25735.0,"[-9598.388273169177, 235.2336664819479, 0.0]","[-0.2750902903216041, -3.673486299305664, 0.0]","[0.004322825062851478, -0.00010759891048391978, 0.0]"
25735.0,"[-9598.663363459498, 231.56018018264223, 0.0]","[-0.2707675941946909, -3.673592237556533, 0.0]","[0.004322696126913212, -0.00010593825086909582, 0.0]"
25735.0,"[-9598.934131053693, 227.8865879450857, 0.0]","[-0.26644502500911843, -3.6736965153897816, 0.0]","[0.004322569185572455, -0.00010427783324873866, 0.0]"
25735.0,"[-9599.200576078701, 224.2128914296959, 0.0]","[-0.26212258077058836, -3.673799133043594, 0.0]","[0.004322444238530071, -0.00010261765381237, 0.0]"
25735.0,"[-9599.462698659472, 220.5390922966523, 0.0]","[-0.25780025948509677, -3.673900090752345, 0.0]","[0.004322321285491574, -0.00010095770875093692, 0.0]"
25735.0,"[-9599.720498918958, 216.86519220589997, 0.0]","[-0.2534780591589296, -3.673999388746602, 0.0]","[0.004322200326167121, -9.929799425678896e-05, 0.0]"
25735.0,"[-9599.973976978117, 213.19119281715336, 0.0]","[-0.2491559777986581, -3.6740970272531253, 0.0]","[0.004322081360271514, -9.763850652365551e-05, 0.0]"
25735.0,"[-9600.223132955916, 209.51709578990025, 0.0]","[-0.2448340134111339, -3.674193006494872, 0.0]","[0.004321964387524209, -9.59792417466231e-05, 0.0]"
25735.0,"[-9600.467966969327, 205.84290278340538, 0.0]","[-0.2405121640034846, -3.6742873266909943, 0.0]","[0.004321849407649293, -9.432019612211213e-05, 0.0]"
25735.0,"[-9600.708479133331, 202.16861545671438, 0.0]","[-0.2361904275831091, -3.674379988056842, 0.0]","[0.004321736420375498, -9.26613658478547e-05, 0.0]"
25735.0,"[-9600.944669560915, 198.49423546865754, 0.0]","[-0.23186880215767292, -3.674470990803965, 0.0]","[0.004321625425436194, -9.100274712287127e-05, 0.0]"
25735.0,"[-9601.176538363072, 194.81976447785357, 0.0]","[-0.22754728573510352, -3.6745603351401126, 0.0]","[0.004321516422569398, -8.934433614744867e-05, 0.0]"
25735.0,"[-9601.404085648806, 191.14520414271345, 0.0]","[-0.22322587632358576, -3.6746480212692356, 0.0]","[0.004321409411517756, -8.768612912311665e-05, 0.0]"
25735.0,"[-9601.62731152513, 187.47055612144422, 0.0]","[-0.2189045719315572, -3.674734049391488, 0.0]","[0.004321304392028549, -8.602812225262546e-05, 0.0]"
25735.0,"[-9601.846216097061, 183.79582207205274, 0.0]","[-0.21458337056770352, -3.6748184197032283, 0.0]","[0.004321201363853698, -8.437031173992327e-05, 0.0]"
25735.0,"[-9602.060799467628, 180.12100365234951, 0.0]","[-0.21026227024095376, -3.6749011323970184, 0.0]","[0.004321100326749754, -8.27126937901333e-05, 0.0]"
25735.0,"[-9602.271061737869, 176.4461025199525, 0.0]","[-0.20594126896047585, -3.674982187661628, 0.0]","[0.004321001280477904, -8.105526460953139e-05, 0.0]"
25735.0,"[-9602.477003006828, 172.77112033229085, 0.0]","[-0.20162036473567188, -3.6750615856820334, 0.0]","[0.00432090422480396, -7.939802040552302e-05, 0.0]"
25735.0,"[-9602.678623371565, 169.0960587466088, 0.0]","[-0.1972995555761735, -3.67513932663942, 0.0]","[0.004320809159498368, -7.774095738662089e-05, 0.0]"
25735.0,"[-9602.875922927142, 165.42091941996938, 0.0]","[-0.1929788394918373, -3.6752154107111825, 0.0]","[0.004320716084336202, -7.608407176242226e-05, 0.0]"
25735.0,"[-9603.068901766634, 161.7457040092582, 0.0]","[-0.18865821449274014, -3.6752898380709262, 0.0]","[0.004320624999097164, -7.442735974358633e-05, 0.0]"
25735.0,"[-9603.257559981126, 158.07041417118725, 0.0]","[-0.18433767858917458, -3.675362608888468, 0.0]","[0.004320535903565582, -7.277081754181162e-05, 0.0]"
25735.0,"[-9603.441897659715, 154.3950515622988, 0.0]","[-0.18001722979164417, -3.6754337233298378, 0.0]","[0.004320448797530409, -7.111444136981332e-05, 0.0]"
25735.0,"[-9603.621914889507, 150.71961783896896, 0.0]","[-0.17569686611085894, -3.675503181557279, 0.0]","[0.004320363680785223, -6.945822744130086e-05, 0.0]"
25735.0,"[-9603.797611755617, 147.04411465741168, 0.0]","[-0.17137658555773072, -3.67557098372925, 0.0]","[0.0043202805531282265, -6.780217197095513e-05, 0.0]"
25735.0,"[-9603.968988341176, 143.36854367368244, 0.0]","[-0.16705638614336848, -3.6756371300004247, 0.0]","[0.004320199414362239, -6.61462711744061e-05, 0.0]"
25735.0,"[-9604.136044727318, 139.692906543682, 0.0]","[-0.16273626587907378, -3.675701620521693, 0.0]","[0.004320120264294705, -6.449052126821016e-05, 0.0]"
25735.0,"[-9604.298780993196, 136.0172049231603, 0.0]","[-0.15841622277633607, -3.6757644554401625, 0.0]","[0.0043200431027376985, -6.283491846982777e-05, 0.0]"
25735.0,"[-9604.457197215972, 132.34144046772013, 0.0]","[-0.15409625484682818, -3.67582563489916, 0.0]","[0.004319967929507892, -6.117945899760055e-05, 0.0]"
25735.0,"[-9604.611293470818, 128.66561483282098, 0.0]","[-0.14977636010240158, -3.6758851590382307, 0.0]","[0.004319894744426594, -5.952413907072923e-05, 0.0]"
25735.0,"[-9604.76106983092, 124.98972967378275, 0.0]","[-0.14545653655508187, -3.67594302799314, 0.0]","[0.004319823547319722, -5.786895490925074e-05, 0.0]"
25735.0,"[-9604.906526367475, 121.3137866457896, 0.0]","[-0.14113678221706405, -3.675999241895874, 0.0]","[0.0043197543380178146, -5.621390273401598e-05, 0.0]"
25735.0,"[-9605.047663149691, 117.63778740389373, 0.0]","[-0.13681709510070802, -3.676053800874641, 0.0]","[0.0043196871163560255, -5.4558978766667244e-05, 0.0]"
25735.0,"[-9605.184480244792, 113.96173360301908, 0.0]","[-0.1324974732185339, -3.6761067050538703, 0.0]","[0.004319621882174122, -5.2904179229615667e-05, 0.0]"
25735.0,"[-9605.31697771801, 110.28562689796522, 0.0]","[-0.1281779145832174, -3.6761579545542165, 0.0]","[0.004319558635316484, -5.1249500346018825e-05, 0.0]"
25735.0,"[-9605.445155632593, 106.609468943411, 0.0]","[-0.1238584172075853, -3.676207549492556, 0.0]","[0.004319497375632103, -4.959493833975825e-05, 0.0]"
25735.0,"[-9605.5690140498, 102.93326139391844, 0.0]","[-0.1195389791046107, -3.6762554899819917, 0.0]","[0.004319438102974597, -4.794048943541709e-05, 0.0]"
25735.0,"[-9605.688553028906, 99.25700590393645, 0.0]","[-0.11521959828740852, -3.67630177613185, 0.0]","[0.004319380817202179, -4.628614985825743e-05, 0.0]"
25735.0,"[-9605.803772627192, 95.5807041278046, 0.0]","[-0.11090027276923084, -3.676346408047684, 0.0]","[0.00431932551817768, -4.463191583419802e-05, 0.0]"
25735.0,"[-9605.914672899962, 91.90435771975692, 0.0]","[-0.1065810005634623, -3.676389385831274, 0.0]","[0.004319272205768544, -4.297778358979184e-05, 0.0]"
25735.0,"[-9606.021253900526, 88.22796833392565, 0.0]","[-0.10226177968361548, -3.676430709580626, 0.0]","[0.004319220879846819, -4.1323749352203536e-05, 0.0]"
25735.0,"[-9606.12351568021, 84.55153762434502, 0.0]","[-0.09794260814332631, -3.676470379389975, 0.0]","[0.004319171540289168, -3.9669809349187234e-05, 0.0]"
25735.0,"[-9606.221458288353, 80.87506724495505, 0.0]","[-0.09362348395634945, -3.676508395349784, 0.0]","[0.0043191241869768564, -3.8015959809063866e-05, 0.0]"
25735.0,"[-9606.315081772309, 77.19855884960526, 0.0]","[-0.08930440513655369, -3.6765447575467447, 0.0]","[0.004319078819795761, -3.6362196960698987e-05, 0.0]"
25735.0,"[-9606.404386177446, 73.52201409205851, 0.0]","[-0.08498536969791731, -3.676579466063778, 0.0]","[0.004319035438636372, -3.470851703348026e-05, 0.0]"
25735.0,"[-9606.489371547144, 69.84543462599473, 0.0]","[-0.08066637565452354, -3.6766125209800355, 0.0]","[0.0043189940433937726, -3.3054916257295024e-05, 0.0]"
25735.0,"[-9606.570037922798, 66.1688221050147, 0.0]","[-0.07634742102055588, -3.676643922370898, 0.0]","[0.004318954633967666, -3.1401390862508076e-05, 0.0]"
25735.0,"[-9606.646385343818, 62.4921781826438, 0.0]","[-0.07202850381029353, -3.676673670307978, 0.0]","[0.004318917210262347, -2.974793707993906e-05, 0.0]"
25735.0,"[-9606.718413847628, 58.81550451233582, 0.0]","[-0.0677096220381068, -3.676701764859119, 0.0]","[0.0043188817721867305, -2.8094551140840315e-05, 0.0]"
25735.0,"[-9606.786123469667, 55.1388027474767, 0.0]","[-0.06339077371845248, -3.676728206088396, 0.0]","[0.004318848319654327, -2.6441229276874324e-05, 0.0]"
25735.0,"[-9606.849514243386, 51.462074541388304, 0.0]","[-0.059071956865869225, -3.676752994056116, 0.0]","[0.00431881685258325, -2.4787967720091454e-05, 0.0]"
25735.0,"[-9606.908586200252, 47.78532154733219, 0.0]","[-0.054753169494973004, -3.676776128818819, 0.0]","[0.00431878737089622, -2.313476270290753e-05, 0.0]"
25735.0,"[-9606.963339369748, 44.10854541851337, 0.0]","[-0.05043440962045244, -3.676797610429277, 0.0]","[0.004318759874520567, -2.1481610458081576e-05, 0.0]"
25735.0,"[-9607.013773779368, 40.4317478080841, 0.0]","[-0.046115675257064226, -3.676817438936496, 0.0]","[0.004318734363388211, -1.9828507218693303e-05, 0.0]"
25735.0,"[-9607.059889454626, 36.7549303691476, 0.0]","[-0.04179696441962854, -3.676835614385714, 0.0]","[0.0043187108374356875, -1.81754492181209e-05, 0.0]"
25735.0,"[-9607.101686419046, 33.078094754761885, 0.0]","[-0.037478275123024415, -3.676852136818404, 0.0]","[0.004318689296604125, -1.652243269001861e-05, 0.0]"
25735.0,"[-9607.139164694168, 29.40124261794348, 0.0]","[-0.03315960538218515, -3.676867006272272, 0.0]","[0.004318669740839259, -1.4869453868294408e-05, 0.0]"
